DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,HIGH_CONSUMER,Total_Empl
Econ Growth & Innovation ,7/20/2013,1,27
Econ Growth & Innovation ,10/10/2015,0,26
Econ Growth & Innovation ,2/13/2016,0,24
Econ Growth & Innovation-APCD,2/16/2013,17,63
Econ Growth & Innovation-APCD,11/23/2013,17,61
Econ Growth & Innovation-APCD,12/7/2013,17,61
Econ Growth & Innovation-APCD,9/24/2016,14,51
Emergency Mgt Agency/MetroSafe,7/7/2012,33,195
Emergency Mgt Agency/MetroSafe,12/20/2014,32,192
Fire & Rescue                 ,1/7/2012,53,458
Fire & Rescue                 ,10/13/2012,72,469
Fire & Rescue                 ,3/30/2013,94,467
Fire & Rescue                 ,3/11/2017,70,502
Fleet & Facilities,5/26/2012,83,197
Fleet & Facilities,2/2/2013,76,195
Fleet & Facilities,8/3/2013,60,202
Fleet & Facilities,3/29/2014,63,204
Fleet & Facilities,12/20/2014,49,199
Fleet & Facilities,12/31/2016,67,196
Human Relations Commission    ,1/7/2012,4,20
Human Relations Commission    ,8/18/2012,4,19
Human Relations Commission    ,10/13/2012,4,17
Human Relations Commission    ,3/30/2013,2,16
Human Relations Commission    ,1/2/2016,2,18
Human Resources,6/23/2012,5,36
Human Resources,5/25/2013,2,32
Human Resources,2/14/2015,1,40
Human Resources,9/10/2016,6,43
Human Resources,11/19/2016,5,41
Human Resources,4/22/2017,2,43
Human Resources,8/26/2017,5,42
Internal Auditor              ,11/24/2012,1,7
Internal Auditor              ,2/16/2013,1,7
Internal Auditor              ,11/23/2013,1,6
Internal Auditor              ,12/7/2013,1,6
Internal Auditor              ,11/21/2015,0,6
Internal Auditor              ,9/24/2016,2,7
Kentuckiana Works Foundation,11/26/2011,5,15
Kentuckiana Works Foundation,4/27/2013,6,17
Library,9/1/2012,54,287
Library,12/8/2012,56,292
Library,1/5/2013,61,290
Library,2/2/2013,58,297
Library,8/3/2013,51,286
Library,7/19/2014,38,284
Library,9/26/2015,40,282
Louisville Metro Council      ,4/28/2012,9,89
Louisville Metro Council      ,12/6/2014,14,85
Louisville Metro Council      ,7/2/2016,15,84
Louisville Metro EMS,3/2/2013,30,240
Louisville Metro EMS,8/31/2013,20,226
Louisville Metro EMS,7/1/2017,37,224
Mayor's Office                ,2/4/2012,1,25
Mayor's Office                ,9/29/2012,2,23
Mayor's Office                ,10/26/2013,2,21
Mayor's Office                ,3/12/2016,0,21
Metro Animal Services         ,8/2/2014,17,54
Metro Animal Services         ,8/30/2014,17,58
Metro Animal Services         ,2/28/2015,18,56
Metro Animal Services         ,6/6/2015,18,57
Metro Animal Services         ,8/15/2015,20,56
Metro Animal Services         ,10/8/2016,13,56
Metro Criminal Justice Comm   ,10/15/2011,1,5
Metro Criminal Justice Comm   ,1/21/2012,1,5
Metro Criminal Justice Comm   ,7/21/2012,2,4
Metro Criminal Justice Comm   ,3/28/2015,0,4
Metro Criminal Justice Comm   ,8/13/2016,0,4
Metro Criminal Justice Comm   ,8/12/2017,1,4
Metro Parks & Recreation,9/1/2012,74,385
Metro Parks & Recreation,12/8/2012,82,344
Metro Parks & Recreation,1/5/2013,76,328
Belle of Louisville           ,1/7/2012,2,27
Belle of Louisville           ,4/26/2014,3,51
Codes & Regulations,2/4/2012,50,135
Codes & Regulations,11/24/2012,29,125
Codes & Regulations,2/16/2013,21,127
Codes & Regulations,12/7/2013,15,123
Codes & Regulations,10/11/2014,28,123
Codes & Regulations,3/12/2016,25,132
Codes & Regulations,5/20/2017,40,152
Commonwealth Attorney         ,9/29/2012,0,20
Commonwealth Attorney         ,11/24/2012,0,19
Commonwealth Attorney         ,12/7/2013,0,18
Commonwealth Attorney         ,1/4/2014,0,20
Community Services,9/29/2012,96,233
Community Services,11/23/2013,89,233
Community Services,4/9/2016,44,133
Community Services,7/16/2016,40,124
Coroner                       ,9/15/2012,0,19
Coroner                       ,12/8/2012,0,19
Coroner                       ,9/27/2014,0,19
Coroner                       ,9/26/2015,0,16
Coroner                       ,10/24/2015,0,15
Coroner                       ,5/21/2016,0,14
Coroner                       ,6/17/2017,0,14
Corrections                   ,1/21/2012,161,532
Corrections                   ,4/28/2012,148,529
Corrections                   ,10/25/2014,138,535
Corrections                   ,12/6/2014,138,529
Corrections                   ,7/2/2016,129,531
County Attorney               ,7/7/2012,0,90
County Attorney               ,4/13/2013,0,94
County Attorney               ,12/21/2013,0,93
Dept of Information Technology,2/4/2012,12,57
Dept of Information Technology,11/23/2013,14,59
Dept of Information Technology,6/21/2014,14,50
Dept of Information Technology,7/5/2014,17,50
Develop Louisville,10/1/2011,31,88
Develop Louisville,11/12/2011,33,89
Develop Louisville,1/21/2012,27,89
Develop Louisville,7/21/2012,26,91
Develop Louisville,8/29/2015,18,122
Develop Louisville,9/26/2015,17,112
Develop Louisville,8/13/2016,18,117
Develop Louisville,8/12/2017,18,114
Econ Growth & Innovation ,6/8/2013,2,27
Econ Growth & Innovation ,10/11/2014,0,28
Econ Growth & Innovation ,1/31/2015,0,27
Econ Growth & Innovation ,7/4/2015,0,30
Econ Growth & Innovation ,1/2/2016,0,24
Econ Growth & Innovation ,4/23/2016,0,24
Econ Growth & Innovation ,7/15/2017,0,26
Econ Growth & Innovation-APCD,4/14/2012,22,62
Econ Growth & Innovation-APCD,1/19/2013,18,62
Econ Growth & Innovation-APCD,2/1/2014,19,60
Econ Growth & Innovation-APCD,6/7/2014,16,54
Econ Growth & Innovation-APCD,5/6/2017,12,51
Emergency Mgt Agency/MetroSafe,3/17/2012,33,186
Emergency Mgt Agency/MetroSafe,1/18/2014,37,186
Emergency Mgt Agency/MetroSafe,4/12/2014,33,197
Emergency Mgt Agency/MetroSafe,8/16/2014,33,193
Emergency Mgt Agency/MetroSafe,4/8/2017,40,182
Fire & Rescue                 ,12/10/2011,51,457
Fire & Rescue                 ,4/13/2013,90,464
Fire & Rescue                 ,10/26/2013,79,495
Fire & Rescue                 ,1/4/2014,78,495
Fleet & Facilities,5/24/2014,59,205
Human Relations Commission    ,4/13/2013,2,16
Human Relations Commission    ,10/26/2013,1,16
Human Relations Commission    ,1/4/2014,2,16
Human Relations Commission    ,8/15/2015,1,20
Human Relations Commission    ,10/10/2015,3,19
Human Resources,2/18/2012,5,37
Human Resources,7/21/2012,5,37
Human Resources,5/9/2015,2,36
Human Resources,8/13/2016,6,36
Human Resources,3/25/2017,3,41
Internal Auditor              ,10/27/2012,0,7
Internal Auditor              ,3/2/2013,0,7
Internal Auditor              ,5/11/2013,1,7
Internal Auditor              ,3/1/2014,1,5
Internal Auditor              ,5/9/2015,0,7
Internal Auditor              ,12/17/2016,1,7
Kentuckiana Works Foundation,9/29/2012,5,16
Kentuckiana Works Foundation,10/11/2014,4,19
Kentuckiana Works Foundation,3/12/2016,1,23
Kentuckiana Works Foundation,6/4/2016,2,23
Library,3/17/2012,43,298
Library,12/21/2013,47,276
Library,12/3/2016,50,297
Louisville Metro Council      ,10/1/2011,13,94
Louisville Metro Council      ,11/12/2011,9,92
Louisville Metro Council      ,3/31/2012,9,88
Louisville Metro Council      ,11/8/2014,15,83
Louisville Metro Council      ,5/7/2016,15,77
Louisville Metro Council      ,2/11/2017,10,79
Louisville Metro EMS,9/29/2012,31,238
Louisville Metro EMS,6/21/2014,14,242
Louisville Metro EMS,4/9/2016,32,244
Mayor's Office                ,4/27/2013,2,20
Mayor's Office                ,5/11/2013,2,20
Mayor's Office                ,1/17/2015,1,20
Metro Animal Services         ,10/15/2011,19,45
Metro Animal Services         ,10/29/2011,19,45
Metro Animal Services         ,12/22/2012,16,47
Metro Animal Services         ,7/6/2013,14,48
Metro Animal Services         ,9/28/2013,17,52
Metro Animal Services         ,4/11/2015,20,58
Metro Animal Services         ,8/29/2015,22,57
Metro Animal Services         ,9/9/2017,26,61
Metro Criminal Justice Comm   ,6/8/2013,1,4
Metro Criminal Justice Comm   ,1/31/2015,0,4
Metro Criminal Justice Comm   ,2/14/2015,0,4
Metro Criminal Justice Comm   ,7/4/2015,0,4
Metro Criminal Justice Comm   ,4/23/2016,0,4
Metro Criminal Justice Comm   ,9/10/2016,0,4
Metro Criminal Justice Comm   ,4/22/2017,1,4
Metro Parks & Recreation,9/14/2013,91,377
Metro Parks & Recreation,10/12/2013,82,375
Metro Parks & Recreation,11/7/2015,80,353
Metro Parks & Recreation,12/3/2016,72,365
Belle of Louisville           ,11/26/2011,2,31
Belle of Louisville           ,12/6/2014,4,28
Codes & Regulations,1/5/2013,28,124
Codes & Regulations,3/14/2015,25,121
Codes & Regulations,6/20/2015,22,125
Codes & Regulations,4/9/2016,26,133
Codes & Regulations,5/7/2016,27,130
Codes & Regulations,6/17/2017,41,153
Commonwealth Attorney         ,1/3/2015,0,23
Commonwealth Attorney         ,3/28/2015,0,23
Commonwealth Attorney         ,2/13/2016,0,25
Commonwealth Attorney         ,5/6/2017,0,20
Community Services,9/28/2013,79,225
Community Services,7/19/2014,51,138
Coroner                       ,1/4/2014,0,19
Coroner                       ,10/11/2014,0,19
Coroner                       ,7/4/2015,0,17
Coroner                       ,3/12/2016,0,14
Coroner                       ,9/9/2017,0,16
Corrections                   ,8/18/2012,145,530
Corrections                   ,3/1/2014,122,541
Corrections                   ,9/12/2015,98,518
Corrections                   ,5/7/2016,116,541
Corrections                   ,3/25/2017,170,527
County Attorney               ,2/1/2014,0,93
County Attorney               ,3/28/2015,0,95
County Attorney               ,2/13/2016,0,100
Dept of Information Technology,3/31/2012,12,57
Dept of Information Technology,6/9/2012,13,56
Dept of Information Technology,9/1/2012,14,59
Dept of Information Technology,7/6/2013,14,57
Dept of Information Technology,9/9/2017,12,64
Develop Louisville,10/11/2014,23,118
Econ Growth & Innovation ,12/24/2011,3,25
Econ Growth & Innovation ,4/28/2012,6,26
Econ Growth & Innovation ,12/8/2012,4,28
Econ Growth & Innovation ,3/16/2013,2,27
Econ Growth & Innovation ,8/3/2013,0,27
Econ Growth & Innovation ,11/23/2013,1,27
Econ Growth & Innovation ,1/18/2014,1,26
Econ Growth & Innovation ,1/30/2016,0,23
Econ Growth & Innovation ,11/5/2016,0,22
Econ Growth & Innovation ,7/29/2017,0,26
Econ Growth & Innovation-APCD,2/18/2012,22,61
Econ Growth & Innovation-APCD,7/21/2012,21,65
Econ Growth & Innovation-APCD,10/10/2015,15,53
Econ Growth & Innovation-APCD,6/18/2016,16,52
Econ Growth & Innovation-APCD,8/13/2016,13,49
Econ Growth & Innovation-APCD,2/11/2017,13,50
Emergency Mgt Agency/MetroSafe,12/22/2012,37,191
Emergency Mgt Agency/MetroSafe,4/13/2013,38,190
Emergency Mgt Agency/MetroSafe,7/6/2013,32,186
Emergency Mgt Agency/MetroSafe,2/15/2014,30,187
Emergency Mgt Agency/MetroSafe,4/11/2015,36,194
Emergency Mgt Agency/MetroSafe,9/26/2015,43,188
Emergency Mgt Agency/MetroSafe,3/26/2016,35,191
Emergency Mgt Agency/MetroSafe,1/28/2017,32,182
Fire & Rescue                 ,3/1/2014,62,491
Fire & Rescue                 ,1/17/2015,70,480
Fire & Rescue                 ,7/18/2015,76,508
Fire & Rescue                 ,3/25/2017,64,499
Fire & Rescue                 ,8/12/2017,56,492
Fleet & Facilities,1/19/2013,75,196
Fleet & Facilities,4/27/2013,62,203
Fleet & Facilities,6/7/2014,57,206
Fleet & Facilities,1/2/2016,62,202
Fleet & Facilities,10/22/2016,62,202
Human Relations Commission    ,1/18/2014,3,16
Human Relations Commission    ,9/13/2014,2,21
Human Relations Commission    ,9/12/2015,1,20
Human Resources,4/27/2013,3,32
Human Resources,6/7/2014,4,33
Human Resources,7/2/2016,4,36
Internal Auditor              ,6/21/2014,0,7
Internal Auditor              ,12/6/2014,0,7
Internal Auditor              ,1/16/2016,1,6
Kentuckiana Works Foundation,10/1/2011,3,15
Kentuckiana Works Foundation,12/24/2011,6,15
Kentuckiana Works Foundation,12/8/2012,6,16
Kentuckiana Works Foundation,2/2/2013,5,16
Kentuckiana Works Foundation,8/3/2013,5,19
Kentuckiana Works Foundation,1/30/2016,1,23
Library,11/26/2011,41,298
Library,10/27/2012,53,284
Library,6/22/2013,52,292
Louisville Metro Council      ,3/3/2012,9,89
Louisville Metro Council      ,9/1/2012,10,88
Louisville Metro Council      ,7/5/2014,15,83
Louisville Metro Council      ,7/15/2017,8,78
Louisville Metro EMS,4/13/2013,27,238
Louisville Metro EMS,7/19/2014,9,236
Mayor's Office                ,10/11/2014,1,21
Mayor's Office                ,11/22/2014,1,20
Mayor's Office                ,5/23/2015,1,19
Mayor's Office                ,11/7/2015,1,21
Mayor's Office                ,8/26/2017,1,20
Metro Animal Services         ,11/21/2015,20,55
Metro Animal Services         ,11/19/2016,15,61
Metro Criminal Justice Comm   ,12/24/2011,1,5
Metro Criminal Justice Comm   ,4/28/2012,2,5
Metro Criminal Justice Comm   ,12/8/2012,1,4
Metro Criminal Justice Comm   ,2/2/2013,1,4
Metro Criminal Justice Comm   ,3/16/2013,0,4
Metro Criminal Justice Comm   ,8/3/2013,1,4
Metro Criminal Justice Comm   ,1/30/2016,0,5
Metro Criminal Justice Comm   ,2/13/2016,0,5
Metro Criminal Justice Comm   ,11/5/2016,1,4
Metro Criminal Justice Comm   ,7/29/2017,1,4
Metro Parks & Recreation,7/21/2012,71,494
Metro Parks & Recreation,1/19/2013,81,342
Metro Parks & Recreation,10/10/2015,93,364
Metro Parks & Recreation,6/18/2016,73,484
Metro Parks & Recreation,8/13/2016,79,461
Metro Parks & Recreation,12/31/2016,71,346
Metro Police,1/3/2015,119,1553
Metro Police,11/21/2015,138,1554
Metro Police,11/19/2016,158,1563
Office of Performance Improvmt,11/10/2012,0,5
Office of Performance Improvmt,4/27/2013,0,7
Belle of Louisville           ,6/9/2012,4,65
Belle of Louisville           ,4/22/2017,4,55
Codes & Regulations,11/9/2013,15,125
Codes & Regulations,9/12/2015,24,129
Codes & Regulations,1/16/2016,24,136
Codes & Regulations,6/18/2016,27,136
Commonwealth Attorney         ,6/8/2013,0,18
Commonwealth Attorney         ,7/20/2013,0,18
Commonwealth Attorney         ,2/1/2014,0,20
Commonwealth Attorney         ,10/25/2014,0,20
Commonwealth Attorney         ,11/21/2015,0,25
Commonwealth Attorney         ,2/27/2016,0,26
Community Services,9/12/2015,42,134
Community Services,1/16/2016,45,137
Community Services,6/18/2016,40,125
Coroner                       ,11/12/2011,1,20
Coroner                       ,3/16/2013,0,19
Coroner                       ,1/17/2015,0,19
Coroner                       ,2/13/2016,0,15
Corrections                   ,10/15/2011,167,543
Corrections                   ,3/17/2012,154,532
Corrections                   ,12/7/2013,117,527
Corrections                   ,6/20/2015,110,524
Corrections                   ,7/18/2015,107,525
Corrections                   ,1/16/2016,97,526
Corrections                   ,9/24/2016,142,536
County Attorney               ,5/25/2013,0,96
County Attorney               ,8/30/2014,0,94
County Attorney               ,10/11/2014,0,91
County Attorney               ,1/3/2015,0,94
County Attorney               ,3/12/2016,0,101
County Attorney               ,11/19/2016,0,102
Dept of Information Technology,8/4/2012,15,57
Dept of Information Technology,10/26/2013,13,59
Dept of Information Technology,12/21/2013,14,59
Dept of Information Technology,2/27/2016,8,56
Develop Louisville,4/28/2012,25,88
Develop Louisville,6/9/2012,25,88
Develop Louisville,9/1/2012,27,87
Develop Louisville,10/27/2012,25,92
Develop Louisville,8/3/2013,24,96
Develop Louisville,11/7/2015,17,118
Develop Louisville,11/5/2016,16,106
Develop Louisville,5/6/2017,16,113
Econ Growth & Innovation ,4/14/2012,5,26
Econ Growth & Innovation ,12/3/2016,0,21
Econ Growth & Innovation ,9/9/2017,0,25
Econ Growth & Innovation-APCD,3/2/2013,16,64
Econ Growth & Innovation-APCD,3/30/2013,18,64
Econ Growth & Innovation-APCD,3/29/2014,19,59
Econ Growth & Innovation-APCD,1/2/2016,14,53
Econ Growth & Innovation-APCD,4/9/2016,14,54
Econ Growth & Innovation-APCD,9/10/2016,14,48
Econ Growth & Innovation-APCD,12/31/2016,12,51
Econ Growth & Innovation-APCD,7/1/2017,14,53
Emergency Mgt Agency/MetroSafe,11/26/2011,39,188
Emergency Mgt Agency/MetroSafe,6/22/2013,32,184
Emergency Mgt Agency/MetroSafe,8/17/2013,35,185
Emergency Mgt Agency/MetroSafe,9/13/2014,36,194
Emergency Mgt Agency/MetroSafe,1/14/2017,37,182
Fire & Rescue                 ,12/7/2013,81,495
Fire & Rescue                 ,5/10/2014,63,489
Fire & Rescue                 ,4/25/2015,78,476
Fire & Rescue                 ,9/24/2016,75,463
Fleet & Facilities,8/17/2013,59,201
Fleet & Facilities,5/23/2015,56,201
Fleet & Facilities,10/10/2015,64,200
Fleet & Facilities,2/27/2016,62,197
Fleet & Facilities,4/23/2016,64,197
Fleet & Facilities,1/14/2017,66,193
Human Relations Commission    ,3/3/2012,3,19
Human Relations Commission    ,11/9/2013,1,16
Human Relations Commission    ,11/23/2013,1,16
Human Relations Commission    ,2/15/2014,2,16
Human Relations Commission    ,7/5/2014,2,23
Human Relations Commission    ,1/31/2015,2,22
Human Relations Commission    ,1/16/2016,1,18
Human Relations Commission    ,6/18/2016,0,19
Human Resources,2/15/2014,3,30
Human Resources,9/13/2014,2,38
Human Resources,10/22/2016,6,38
Human Resources,1/14/2017,5,39
Internal Auditor              ,6/9/2012,1,8
Internal Auditor              ,9/1/2012,1,7
Internal Auditor              ,7/19/2014,0,7
Internal Auditor              ,4/9/2016,0,7
Kentuckiana Works Foundation,12/10/2011,5,15
Kentuckiana Works Foundation,4/28/2012,4,17
Kentuckiana Works Foundation,1/4/2014,7,15
Kentuckiana Works Foundation,11/22/2014,5,19
Kentuckiana Works Foundation,11/5/2016,1,24
Kentuckiana Works Foundation,12/3/2016,3,24
Kentuckiana Works Foundation,8/26/2017,6,24
Library,7/6/2013,54,290
Library,2/15/2014,39,283
Library,6/21/2014,40,282
Library,1/31/2015,37,287
Louisville Metro Council      ,9/14/2013,14,88
Louisville Metro Council      ,2/15/2014,14,84
