a	b	c	d	e	f	g	h	i	j
1	14	2	1	21	2	1	395	2	0
1	15	2	1	37	3	7	363	2	1
1	16	2	1	19	1	9	499	1	0
1	17	2	1	86	8	6	388	1	0
1	18	2	1	67	6	7	372	1	0
1	19	2	1	17	1	7	349	1	0
1	20	2	1	97	9	7	379	1	0
1	21	2	1	88	8	8	347	1	0
1	22	2	1	27	2	7	467	1	0
1	23	2	1	89	8	9	387	1	0
1	24	2	1	23	2	3	499	2	0
1	25	2	1	14	1	4	443	2	0
1	26	2	1	38	3	8	459	1	0
1	27	2	1	44	4	4	451	1	1
1	28	2	1	18	1	8	467	1	0
1	29	2	1	49	4	9	379	1	0
1	30	2	1	48	4	8	331	1	0
1	31	2	1	78	7	8	347	1	0
1	32	2	1	26	2	6	387	1	0
1	33	2	1	43	4	3	371	1	1
1	34	2	1	61	6	1	547	2	0
1	35	2	1	22	2	2	387	2	0
1	36	2	1	62	6	2	372	2	0
1	37	2	1	29	2	9	364	2	1
1	38	2	1	31	3	1	485	2	0
1	39	2	1	16	1	6	516	1	0
1	40	2	1	71	7	1	531	2	0
1	41	2	1	28	2	8	571	1	0
1	42	2	1	33	3	3	603	2	0
1	43	2	1	13	1	3	451	2	0
1	44	2	1	39	3	9	475	1	0
1	45	2	1	79	7	9	331	1	0
1	46	2	1	41	4	1	371	2	0
1	47	2	1	94	9	4	731	2	0
1	48	2	1	77	7	7	491	2	1
1	49	2	1	76	7	6	851	1	0
1	50	2	1	83	8	3	363	1	1
1	51	2	1	32	3	2	435	2	0
1	52	2	1	93	9	3	531	2	0
1	53	2	1	11	1	1	427	2	0
1	54	2	1	87	8	7	427	1	0
1	55	2	1	98	9	8	412	1	0
1	56	2	1	34	3	4	381	2	0
1	57	2	1	81	8	1	395	2	0
1	58	2	1	46	4	6	355	1	0
1	59	2	1	68	6	8	411	1	0
1	60	2	1	66	6	6	379	1	0
1	61	2	1	24	2	4	475	1	1
1	62	2	1	92	9	2	523	2	0
1	63	2	1	63	6	3	435	1	1
2	1	2	5	49	4	9	707	1	0
2	2	2	5	47	4	7	835	1	0
2	3	2	5	62	6	2	715	2	0
2	4	2	5	92	9	2	635	2	0
2	5	2	5	17	1	7	771	1	0
2	6	2	5	74	7	4	643	2	0
2	7	2	5	91	9	1	635	2	0
2	8	2	5	93	9	3	619	2	0
2	9	2	5	61	6	1	619	2	0
2	10	2	5	29	2	9	619	1	0
2	11	2	5	46	4	6	683	1	0
2	12	2	5	26	2	6	531	1	0
2	13	2	5	18	1	8	635	1	0
2	14	2	5	16	1	6	595	1	0
2	15	2	5	81	8	1	533	2	0
2	16	2	5	71	7	1	572	2	0
2	17	2	5	19	1	9	596	1	0
2	18	2	5	39	3	9	651	1	0
2	19	2	5	37	3	7	651	1	0
2	20	2	5	82	8	2	651	2	0
2	21	2	5	27	2	7	603	1	0
2	22	2	5	48	4	8	619	1	0
2	23	2	5	73	7	3	675	2	0
2	24	2	5	38	3	8	611	1	0
2	25	2	5	63	6	3	819	2	0
2	26	2	5	28	2	8	659	1	0
2	27	2	5	83	8	3	587	2	0
2	28	2	5	36	3	6	587	1	0
2	29	2	5	94	9	4	603	2	0
2	30	2	5	84	8	4	515	2	0
2	31	2	5	64	6	4	653	2	0
2	1	2	4	69	6	9	555	1	0
2	2	2	4	32	3	2	555	2	0
2	3	2	4	66	6	6	763	1	0
2	4	2	4	42	4	2	604	2	0
2	5	2	4	12	1	2	587	2	0
2	6	2	4	98	9	8	595	1	0
2	7	2	4	21	2	1	757	2	0
2	8	2	4	87	8	7	524	1	0
2	9	2	4	78	7	8	564	1	0
2	10	2	4	14	1	4	571	2	0
2	11	2	4	33	3	3	539	2	0
2	12	2	4	79	7	9	611	1	0
2	13	2	4	24	2	4	587	2	0
2	14	2	4	86	8	6	547	1	0
2	15	2	4	43	4	3	563	2	0
2	16	2	4	88	8	8	555	1	0
2	17	2	4	77	7	7	539	1	0
2	18	2	4	76	7	6	547	1	0
2	19	2	4	67	6	7	483	1	0
2	20	2	4	68	6	8	499	1	0
2	21	2	4	11	1	1	547	2	0
2	22	2	4	89	8	9	459	1	0
2	23	2	4	34	3	4	539	2	0
2	24	2	4	97	9	7	485	1	0
2	25	2	4	23	2	3	468	2	0
2	26	2	4	13	1	3	556	2	0
2	27	2	4	22	2	2	627	2	0
2	28	2	4	99	9	9	515	1	0
2	29	2	4	44	4	4	555	2	0
2	30	2	4	31	3	1	491	2	0
2	31	2	4	96	9	6	667	1	0
2	1	2	2	29	2	9	468	1	0
2	2	2	2	31	3	1	468	2	0
2	3	2	2	38	3	8	492	1	0
2	4	2	2	48	4	8	492	1	0
2	5	2	2	13	1	3	531	2	0
2	6	2	2	42	4	2	523	2	0
2	7	2	2	39	3	9	467	1	0
2	8	2	2	18	1	8	619	1	0
2	9	2	2	32	3	2	555	2	0
2	10	2	2	46	4	6	899	1	0
2	11	2	2	16	1	6	491	1	0
2	12	2	2	11	1	1	499	2	0
2	13	2	2	23	2	3	491	2	0
2	14	2	2	26	2	6	507	1	0
2	15	2	2	24	2	4	483	2	0
2	16	2	2	36	3	6	403	1	0
2	17	2	2	34	3	4	523	2	0
2	18	2	2	14	1	4	508	2	0
2	19	2	2	47	4	7	532	1	0
2	20	2	2	22	2	2	444	2	0
2	21	2	2	17	1	7	508	1	0
2	22	2	2	21	2	1	531	2	0
2	23	2	2	37	3	7	499	1	0
2	24	2	2	44	4	4	539	2	0
2	25	2	2	19	1	9	491	1	0
2	26	2	2	28	2	8	531	1	0
2	27	2	2	41	4	1	499	2	0
2	28	2	2	43	4	3	555	2	0
2	29	2	2	49	4	9	403	1	0
2	30	2	2	12	1	2	499	2	0
2	31	2	2	33	3	3	571	2	0
2	1	2	3	84	8	4	492	2	0
2	2	2	3	73	7	3	515	2	0
2	3	2	3	76	7	6	515	1	0
2	4	2	3	63	6	3	459	2	0
2	5	2	3	67	6	7	396	1	0
2	6	2	3	68	6	8	443	1	0
2	7	2	3	62	6	2	435	2	0
2	8	2	3	97	9	7	483	1	0
2	9	2	3	89	8	9	563	1	0
2	10	2	3	64	6	4	595	2	0
2	11	2	3	61	6	1	675	2	0
2	12	2	3	83	8	3	651	2	0
2	13	2	3	92	9	2	507	2	0
2	14	2	3	86	8	6	539	1	0
2	15	2	3	88	8	8	692	1	0
2	16	2	3	98	9	8	484	1	0
2	17	2	3	72	7	2	620	2	0
2	18	2	3	87	8	7	540	1	0
2	19	2	3	78	7	8	499	1	0
2	20	2	3	96	9	6	531	1	0
2	21	2	3	99	9	9	515	1	0
2	22	2	3	81	8	1	483	2	0
2	23	2	3	66	6	6	467	1	0
2	24	2	3	82	8	2	443	2	0
2	25	2	3	69	6	9	395	1	0
2	26	2	3	71	7	1	395	2	0
2	27	2	3	79	7	9	467	1	0
2	28	2	3	77	7	7	499	1	0
2	29	2	3	93	9	3	651	2	0
2	30	2	3	74	7	4	539	2	0
2	31	2	3	91	9	1	595	2	0
2	1	2	1	94	9	4	547	2	0
2	2	2	1	14	1	4	491	2	0
2	3	2	1	49	4	9	739	1	0
2	4	2	1	26	2	6	547	1	0
2	5	2	1	66	6	6	547	1	0
2	6	2	1	36	3	6	507	1	0
2	7	2	1	18	1	8	555	1	0
2	8	2	1	42	4	2	483	2	0
2	9	2	1	86	8	6	547	1	0
2	10	2	1	22	2	2	1020	2	0
2	11	2	1	83	8	3	627	2	0
2	12	2	1	98	9	8	468	1	0
2	13	2	1	91	9	1	500	2	0
2	14	2	1	74	7	4	523	2	0
2	15	2	1	31	3	1	643	2	0
2	16	2	1	29	2	9	491	1	0
2	17	2	1	23	2	3	971	2	0
2	18	2	1	97	9	7	499	1	0
2	19	2	1	77	7	7	499	1	0
2	20	2	1	48	4	8	475	1	0
2	21	2	1	12	1	2	411	2	0
2	22	2	1	44	4	4	1115	2	0
2	23	2	1	41	4	1	523	2	0
2	24	2	1	79	7	9	563	1	0
2	25	2	1	61	6	1	395	2	0
2	26	2	1	34	3	4	524	2	0
2	27	2	1	63	6	3	515	2	0
2	28	2	1	64	6	4	547	2	0
2	29	2	1	32	3	2	452	2	0
2	30	2	1	16	1	6	644	1	0
2	31	2	1	81	8	1	483	2	0
2	32	2	1	93	9	3	627	2	0
2	33	2	1	99	9	9	547	1	0
2	34	2	1	89	8	9	451	1	0
2	35	2	1	92	9	2	579	2	0
2	36	2	1	68	6	8	715	1	0
2	37	2	1	71	7	1	483	2	0
2	38	2	1	21	2	1	403	2	0
2	39	2	1	46	4	6	563	1	0
2	40	2	1	62	6	2	651	2	0
2	41	2	1	88	8	8	659	1	0
2	42	2	1	24	2	4	548	2	0
2	43	2	1	78	7	8	547	1	0
2	44	2	1	69	6	9	499	1	0
2	45	2	1	76	7	6	611	1	0
2	46	2	1	13	1	3	516	2	0
2	47	2	1	84	8	4	579	2	0
2	48	2	1	28	2	8	451	1	0
2	49	2	1	67	6	7	587	1	0
2	50	2	1	82	8	2	531	2	0
2	51	2	1	11	1	1	475	2	0
2	52	2	1	39	3	9	483	1	0
2	53	2	1	19	1	9	595	1	0
2	54	2	1	47	4	7	475	1	0
2	55	2	1	27	2	7	435	1	0
2	56	2	1	17	1	7	419	1	0
2	57	2	1	72	7	2	587	2	0
2	58	2	1	33	3	3	1588	2	0
2	59	2	1	43	4	3	523	2	0
2	60	2	1	96	9	6	707	1	0
2	61	2	1	37	3	7	523	1	0
2	62	2	1	87	8	7	740	1	0
2	63	2	1	73	7	3	572	2	0
2	1	1	1	18	1	8	523	2	0
2	2	1	1	83	8	3	507	1	0
2	3	1	1	23	2	3	763	2	0
2	4	1	1	69	6	9	564	1	0
2	5	1	1	31	3	1	547	2	0
2	6	1	1	73	7	3	499	1	0
2	7	1	1	63	6	3	412	1	0
2	8	1	1	92	9	2	516	1	0
2	9	1	1	76	7	6	580	1	0
2	10	1	1	13	1	3	500	2	0
2	11	1	1	91	9	1	483	1	0
2	12	1	1	49	4	9	619	2	0
2	13	1	1	27	2	7	499	2	0
2	14	1	1	84	8	4	867	1	0
2	15	1	1	64	6	4	475	1	0
2	16	1	1	42	4	2	531	2	0
2	17	1	1	43	4	3	395	2	0
2	18	1	1	38	3	8	587	2	0
2	19	1	1	46	4	6	755	2	0
2	20	1	1	61	6	1	531	1	0
2	21	1	1	98	9	8	500	1	0
2	22	1	1	81	8	1	947	1	0
2	23	1	1	48	4	8	507	2	0
2	24	1	1	88	8	8	611	1	0
2	25	1	1	72	7	2	500	1	0
2	26	1	1	37	3	7	476	2	0
2	27	1	1	16	1	6	539	2	0
2	28	1	1	41	4	1	947	2	0
2	29	1	1	77	7	7	507	1	0
2	30	1	1	39	3	9	443	2	0
2	31	1	1	17	1	7	475	2	0
2	32	1	1	93	9	3	387	1	0
2	33	1	1	11	1	1	555	2	0
2	34	1	1	33	3	3	587	2	0
2	35	1	1	47	4	7	643	2	0
2	36	1	1	78	7	8	603	1	0
2	37	1	1	94	9	4	492	1	0
2	38	1	1	24	2	4	571	2	0
2	39	1	1	62	6	2	635	1	0
2	40	1	1	14	1	4	539	2	0
2	41	1	1	26	2	6	595	2	0
2	42	1	1	66	6	6	508	1	0
2	43	1	1	86	8	6	516	1	0
2	44	1	1	89	8	9	659	1	0
2	45	1	1	28	2	8	523	2	0
2	46	1	1	67	6	7	547	1	0
2	47	1	1	71	7	1	499	1	0
2	48	1	1	36	3	6	515	2	0
2	49	1	1	97	9	7	443	1	0
2	50	1	1	74	7	4	547	1	0
2	51	1	1	99	9	9	819	1	0
2	52	1	1	21	2	1	499	2	0
2	53	1	1	96	9	6	467	1	0
2	54	1	1	29	2	9	556	2	0
2	55	1	1	22	2	2	531	2	0
2	56	1	1	68	6	8	491	1	0
2	57	1	1	87	8	7	515	1	0
2	58	1	1	32	3	2	451	2	0
2	59	1	1	19	1	9	516	2	0
2	60	1	1	79	7	9	548	1	0
2	61	1	1	12	1	2	395	2	0
2	62	1	1	34	3	4	587	2	0
2	63	1	1	44	4	4	523	2	0
2	1	1	3	68	6	8	683	1	0
2	2	1	3	76	7	6	532	1	0
2	3	1	3	37	3	7	483	2	0
2	4	1	3	96	9	6	475	1	0
2	5	1	3	48	4	8	435	2	0
2	6	1	3	17	1	7	428	2	0
2	7	1	3	77	7	7	908	1	0
2	8	1	3	28	2	8	428	2	0
2	9	1	3	98	9	8	451	1	0
2	10	1	3	18	1	8	491	2	0
2	11	1	3	29	2	9	635	2	0
2	12	1	3	19	1	9	411	2	0
2	13	1	3	66	6	6	419	1	0
2	14	1	3	46	4	6	467	2	0
2	15	1	3	69	6	9	515	1	0
2	16	1	3	79	7	9	491	1	0
2	17	1	3	78	7	8	547	1	0
2	18	1	3	88	8	8	403	1	0
2	19	1	3	36	3	6	484	2	0
2	20	1	3	49	4	9	475	2	0
2	21	1	3	99	9	9	379	1	0
2	22	1	3	97	9	7	371	1	0
2	23	1	3	38	3	8	547	2	0
2	24	1	3	16	1	6	476	2	0
2	25	1	3	26	2	6	468	2	0
2	26	1	3	67	6	7	460	1	0
2	27	1	3	86	8	6	491	1	0
2	28	1	3	39	3	9	507	2	0
2	29	1	3	87	8	7	507	1	0
2	30	1	3	89	8	9	507	1	0
2	31	1	3	27	2	7	459	2	0
2	1	1	2	13	1	3	411	2	0
2	2	1	2	63	6	3	427	2	1
2	3	1	2	61	6	1	635	1	0
2	4	1	2	33	3	3	659	2	0
2	5	1	2	22	2	2	603	2	0
2	6	1	2	84	8	4	556	1	0
2	7	1	2	42	4	2	627	2	0
2	8	1	2	43	4	3	547	2	0
2	9	1	2	44	4	4	467	2	0
2	10	1	2	21	2	1	483	2	0
2	11	1	2	91	9	1	499	1	0
2	12	1	2	12	1	2	483	2	0
2	13	1	2	14	1	4	427	2	0
2	14	1	2	11	1	1	403	2	0
2	15	1	2	73	7	3	507	1	0
2	16	1	2	23	2	3	451	2	0
2	17	1	2	82	8	2	388	1	0
2	18	1	2	62	6	2	699	1	0
2	19	1	2	81	8	1	675	1	0
2	20	1	2	83	8	3	427	1	0
2	21	1	2	64	6	4	683	1	0
2	22	1	2	92	9	2	468	1	0
2	23	1	2	72	7	2	436	1	0
2	24	1	2	31	3	1	436	2	0
2	25	1	2	74	7	4	427	1	0
2	26	1	2	93	9	3	435	1	0
2	27	1	2	24	2	4	467	2	0
2	28	1	2	71	7	1	459	1	0
2	29	1	2	32	3	2	539	2	0
2	30	1	2	41	4	1	595	2	0
2	31	1	2	34	3	4	395	2	0
2	1	1	4	69	6	9	483	1	0
2	2	1	4	87	8	7	467	1	0
2	3	1	4	42	4	2	420	2	0
2	4	1	4	67	6	7	476	1	0
2	5	1	4	34	3	4	476	2	0
2	6	1	4	97	9	7	508	1	0
2	7	1	4	89	8	9	587	1	0
2	8	1	4	32	3	2	563	2	0
2	9	1	4	98	9	8	427	1	0
2	10	1	4	12	1	2	483	2	0
2	11	1	4	78	7	8	467	1	0
2	12	1	4	24	2	4	491	2	0
2	13	1	4	33	3	3	571	2	0
2	14	1	4	44	4	4	491	2	0
2	15	1	4	11	1	1	476	2	0
2	16	1	4	88	8	8	435	1	0
2	17	1	4	43	4	3	499	2	0
2	18	1	4	66	6	6	507	1	0
2	19	1	4	68	6	8	371	1	0
2	20	1	4	76	7	6	411	1	0
2	21	1	4	13	1	3	436	2	0
2	22	1	4	22	2	2	444	2	0
2	23	1	4	99	9	9	500	1	0
2	24	1	4	77	7	7	435	1	0
2	25	1	4	14	1	4	451	2	0
2	26	1	4	21	2	1	851	2	0
2	27	1	4	41	4	1	835	2	0
2	28	1	4	23	2	3	595	2	0
2	29	1	4	31	3	1	627	2	0
2	30	1	4	96	9	6	467	1	0
2	31	1	4	79	7	9	411	1	0
2	1	1	5	91	9	1	396	1	0
2	2	1	5	46	4	6	948	2	0
2	3	1	5	81	8	1	500	1	0
2	4	1	5	36	3	6	547	2	0
2	5	1	5	63	6	3	659	1	0
2	6	1	5	92	9	2	435	1	0
2	7	1	5	61	6	1	523	2	1
2	8	1	5	16	1	6	515	2	0
2	9	1	5	94	9	4	611	1	0
2	10	1	5	72	7	2	1675	1	0
2	11	1	5	82	8	2	452	1	0
2	12	1	5	17	1	7	499	2	0
2	13	1	5	64	6	4	579	1	0
2	14	1	5	84	8	4	435	1	0
2	15	1	5	29	2	9	491	2	0
2	16	1	5	27	2	7	507	2	0
2	17	1	5	73	7	3	556	1	0
2	18	1	5	49	4	9	2155	2	0
2	19	1	5	71	7	1	555	1	0
2	20	1	5	48	4	8	899	2	0
2	21	1	5	93	9	3	1963	1	0
2	22	1	5	83	8	3	427	1	0
2	23	1	5	26	2	6	451	2	0
2	24	1	5	19	1	9	467	2	0
2	25	1	5	74	7	4	468	1	0
2	26	1	5	37	3	7	571	2	0
2	27	1	5	47	4	7	507	2	0
2	28	1	5	39	3	9	467	2	0
2	29	1	5	38	3	8	483	2	0
2	30	1	5	18	1	8	483	2	0
2	31	1	5	28	2	8	500	2	0
2	1	2	5	91	9	1	547	2	0
2	2	2	5	19	1	9	675	1	0
2	3	2	5	38	3	8	699	1	0
2	4	2	5	93	9	3	531	2	0
2	5	2	5	63	6	3	955	2	0
2	6	2	5	29	2	9	612	1	0
2	7	2	5	71	7	1	483	2	0
2	8	2	5	36	3	6	2539	1	0
2	9	2	5	48	4	8	523	1	0
2	10	2	5	62	6	2	667	2	0
2	11	2	5	64	6	4	852	2	0
2	12	2	5	18	1	8	404	1	0
2	13	2	5	17	1	7	532	1	0
2	14	2	5	47	4	7	507	1	0
2	15	2	5	49	4	9	523	1	0
2	16	2	5	27	2	7	387	1	0
2	17	2	5	94	9	4	539	2	0
2	18	2	5	92	9	2	571	2	0
2	19	2	5	72	7	2	419	2	0
2	20	2	5	26	2	6	835	2	1
2	21	2	5	74	7	4	852	2	0
2	22	2	5	16	1	6	619	1	0
2	23	2	5	61	6	1	507	2	0
2	24	2	5	84	8	4	675	2	0
2	25	2	5	39	3	9	611	1	0
2	26	2	5	46	4	6	531	1	0
2	27	2	5	81	8	1	476	2	0
2	28	2	5	73	7	3	860	2	0
2	29	2	5	83	8	3	452	2	0
2	30	2	5	28	2	8	571	1	0
2	31	2	5	82	8	2	507	2	0
2	1	2	5	22	2	2	483	2	0
2	2	2	5	21	2	1	435	2	0
2	3	2	5	87	8	7	491	1	0
2	4	2	5	43	4	3	411	2	0
2	5	2	5	77	7	7	755	1	0
2	6	2	5	99	9	9	499	1	0
2	7	2	5	41	4	1	499	2	0
2	8	2	5	33	3	3	420	2	0
2	9	2	5	34	3	4	548	2	0
2	10	2	5	88	8	8	460	1	0
2	11	2	5	97	9	7	499	1	0
2	12	2	5	67	6	7	499	1	0
2	13	2	5	11	1	1	491	2	0
2	14	2	5	78	7	8	491	1	0
2	15	2	5	68	6	8	459	1	0
2	16	2	5	24	2	4	435	2	0
2	17	2	5	44	4	4	435	2	0
2	18	2	5	13	1	3	460	2	0
2	19	2	5	23	2	3	387	2	0
2	20	2	5	69	6	9	435	1	0
2	21	2	5	12	1	2	443	2	0
2	22	2	5	79	7	9	411	1	0
2	23	2	5	32	3	2	467	2	0
2	24	2	5	98	9	8	523	1	0
2	25	2	5	86	8	6	523	1	0
2	26	2	5	42	4	2	564	2	0
2	27	2	5	14	1	4	676	2	0
2	28	2	5	66	6	6	1171	1	0
2	29	2	5	96	9	6	411	1	0
2	30	2	5	76	7	6	363	1	0
2	31	2	5	31	3	1	899	2	0
2	1	2	5	91	9	1	587	2	0
2	2	2	5	99	9	9	1203	1	0
2	3	2	5	38	3	8	436	1	0
2	4	2	5	34	3	4	484	2	0
2	5	2	5	79	7	9	587	1	0
2	6	2	5	96	9	6	1123	1	0
2	7	2	5	28	2	8	499	1	0
2	8	2	5	44	4	4	411	2	0
2	9	2	5	64	6	4	723	2	0
2	10	2	5	32	3	2	1203	2	0
2	11	2	5	12	1	2	468	2	0
2	12	2	5	24	2	4	547	2	0
2	13	2	5	29	2	9	395	1	0
2	14	2	5	97	9	7	555	1	0
2	15	2	5	41	4	1	459	2	0
2	16	2	5	14	1	4	515	2	0
2	17	2	5	27	2	7	491	2	1
2	18	2	5	62	6	2	963	2	0
2	19	2	5	83	8	3	1068	2	0
2	20	2	5	11	1	1	548	2	0
2	21	2	5	82	8	2	963	2	0
2	22	2	5	18	1	8	715	1	0
2	23	2	5	16	1	6	699	1	0
2	24	2	5	33	3	3	547	2	0
2	25	2	5	89	8	9	987	1	0
2	26	2	5	47	4	7	508	1	0
2	27	2	5	39	3	9	555	1	0
2	28	2	5	88	8	8	443	1	0
2	29	2	5	72	7	2	555	2	0
2	30	2	5	93	9	3	691	2	0
2	31	2	5	77	7	7	555	1	0
2	32	2	5	67	6	7	459	1	0
2	33	2	5	98	9	8	459	1	0
2	34	2	5	86	8	6	484	1	0
2	35	2	5	81	8	1	652	2	0
2	36	2	5	37	3	7	883	1	0
2	37	2	5	17	1	7	451	1	0
2	38	2	5	73	7	3	595	2	0
2	39	2	5	21	2	1	563	2	0
2	40	2	5	23	2	3	515	2	0
2	41	2	5	48	4	8	619	1	0
2	42	2	5	71	7	1	532	2	0
2	43	2	5	87	8	7	1331	1	0
2	44	2	5	69	6	9	691	1	0
2	45	2	5	68	6	8	771	1	0
2	46	2	5	26	2	6	491	1	0
2	47	2	5	78	7	8	483	1	0
2	48	2	5	94	9	4	435	2	0
2	49	2	5	42	4	2	475	2	0
2	50	2	5	61	6	1	444	2	0
2	51	2	5	63	6	3	628	2	0
2	52	2	5	46	4	6	771	1	0
2	53	2	5	74	7	4	619	2	0
2	54	2	5	66	6	6	499	1	0
2	55	2	5	43	4	3	499	2	0
2	56	2	5	76	7	6	563	1	0
2	57	2	5	13	1	3	571	2	0
2	58	2	5	36	3	6	500	1	0
2	59	2	5	92	9	2	611	2	0
2	60	2	5	22	2	2	619	2	0
2	61	2	5	19	1	9	3523	1	0
2	62	2	5	49	4	9	395	1	0
2	63	2	5	31	3	1	515	2	0
2	1	2	5	34	3	4	499	2	0
2	2	2	5	47	4	7	379	2	1
2	3	2	5	38	3	8	443	1	0
2	4	2	5	13	1	3	484	2	0
2	5	2	5	41	4	1	771	2	0
2	6	2	5	11	1	1	411	2	0
2	7	2	5	16	1	6	675	1	0
2	8	2	5	17	1	7	483	1	0
2	9	2	5	23	2	3	515	2	0
2	10	2	5	18	1	8	515	1	0
2	11	2	5	29	2	9	571	1	0
2	12	2	5	19	1	9	516	1	0
2	13	2	5	42	4	2	476	2	0
2	14	2	5	31	3	1	524	2	0
2	15	2	5	44	4	4	659	2	0
2	16	2	5	33	3	3	483	2	0
2	17	2	5	49	4	9	755	1	0
2	18	2	5	36	3	6	1283	1	0
2	19	2	5	21	2	1	427	2	0
2	20	2	5	24	2	4	596	2	0
2	21	2	5	22	2	2	475	2	0
2	22	2	5	14	1	4	443	2	0
2	23	2	5	26	2	6	435	1	0
2	24	2	5	46	4	6	419	1	0
2	25	2	5	37	3	7	563	1	0
2	26	2	5	39	3	9	547	1	0
2	27	2	5	48	4	8	507	1	0
2	28	2	5	28	2	8	483	1	0
2	29	2	5	43	4	3	476	2	0
2	30	2	5	27	2	7	572	1	0
2	31	2	5	32	3	2	572	2	0
2	1	2	5	64	6	4	699	2	0
2	2	2	5	93	9	3	619	2	0
2	3	2	5	94	9	4	595	2	0
2	4	2	5	89	8	9	635	1	0
2	5	2	5	61	6	1	547	2	0
2	6	2	5	69	6	9	483	1	0
2	7	2	5	84	8	4	555	2	0
2	8	2	5	92	9	2	1916	2	0
2	9	2	5	91	9	1	436	2	0
2	10	2	5	87	8	7	548	1	0
2	11	2	5	74	7	4	459	2	0
2	12	2	5	77	7	7	515	1	0
2	13	2	5	63	6	3	819	2	0
2	14	2	5	62	6	2	459	2	0
2	15	2	5	68	6	8	460	1	0
2	16	2	5	86	8	6	595	1	0
2	17	2	5	98	9	8	475	1	0
2	18	2	5	96	9	6	395	1	0
2	19	2	5	99	9	9	427	1	0
2	20	2	5	76	7	6	507	1	0
2	21	2	5	78	7	8	475	1	0
2	22	2	5	71	7	1	403	2	0
2	23	2	5	79	7	9	451	1	0
2	24	2	5	83	8	3	507	2	0
2	25	2	5	73	7	3	452	2	0
2	26	2	5	97	9	7	660	1	0
2	27	2	5	66	6	6	507	1	0
2	28	2	5	88	8	8	475	1	0
2	29	2	5	67	6	7	867	1	0
2	30	2	5	72	7	2	635	2	0
2	31	2	5	82	8	2	1131	2	0
2	1	1	1	19	1	9	699	2	0
2	2	1	1	23	2	3	507	2	0
2	3	1	1	21	2	1	507	2	0
2	4	1	1	13	1	3	443	2	0
2	5	1	1	22	2	2	412	2	0
2	6	1	1	31	3	1	571	2	0
2	7	1	1	96	9	6	499	1	0
2	8	1	1	71	7	1	483	1	0
2	9	1	1	18	1	8	563	2	0
2	10	1	1	28	2	8	467	2	0
2	11	1	1	29	2	9	427	2	0
2	12	1	1	98	9	8	523	1	0
2	13	1	1	63	6	3	523	1	0
2	14	1	1	36	3	6	587	2	0
2	15	1	1	48	4	8	771	2	0
2	16	1	1	47	4	7	508	2	0
2	17	1	1	83	8	3	468	1	0
2	18	1	1	17	1	7	443	2	0
2	19	1	1	12	1	2	427	2	0
2	20	1	1	86	8	6	451	1	0
2	21	1	1	74	7	4	459	1	0
2	22	1	1	14	1	4	444	2	0
2	23	1	1	99	9	9	515	1	0
2	24	1	1	46	4	6	627	2	0
2	25	1	1	27	2	7	539	2	0
2	26	1	1	38	3	8	443	2	0
2	27	1	1	43	4	3	412	2	0
2	28	1	1	82	8	2	483	1	0
2	29	1	1	69	6	9	499	1	0
2	30	1	1	91	9	1	475	1	0
2	31	1	1	97	9	7	467	1	0
2	32	1	1	11	1	1	467	2	0
2	33	1	1	42	4	2	699	2	0
2	34	1	1	76	7	6	572	1	0
2	35	1	1	26	2	6	500	2	0
2	36	1	1	24	2	4	699	2	0
2	37	1	1	79	7	9	547	1	0
2	38	1	1	49	4	9	467	2	0
2	39	1	1	64	6	4	692	1	0
2	40	1	1	66	6	6	451	1	0
2	41	1	1	67	6	7	427	1	0
2	42	1	1	87	8	7	587	1	0
2	43	1	1	73	7	3	411	1	0
2	44	1	1	77	7	7	443	1	0
2	45	1	1	61	6	1	435	1	0
2	46	1	1	78	7	8	499	1	0
2	47	1	1	81	8	1	411	1	0
2	48	1	1	88	8	8	419	1	0
2	49	1	1	72	7	2	467	1	0
2	50	1	1	16	1	6	563	2	0
2	51	1	1	89	8	9	604	1	0
2	52	1	1	68	6	8	428	1	0
2	53	1	1	44	4	4	419	2	0
2	54	1	1	37	3	7	539	2	0
2	55	1	1	92	9	2	427	1	0
2	56	1	1	84	8	4	411	1	0
2	57	1	1	94	9	4	676	1	0
2	58	1	1	32	3	2	707	2	0
2	59	1	1	33	3	3	1211	2	0
2	60	1	1	39	3	9	547	2	0
2	61	1	1	41	4	1	403	2	0
2	62	1	1	34	3	4	451	2	0
2	63	1	1	93	9	3	403	1	0
2	1	1	4	87	8	7	460	1	0
2	2	1	4	44	4	4	507	2	0
2	3	1	4	41	4	1	435	2	0
2	4	1	4	31	3	1	483	2	0
2	5	1	4	11	1	1	451	2	0
2	6	1	4	79	7	9	532	1	0
2	7	1	4	43	4	3	451	2	0
2	8	1	4	24	2	4	579	2	0
2	9	1	4	96	9	6	683	1	0
2	10	1	4	99	9	9	371	1	0
2	11	1	4	42	4	2	499	2	0
2	12	1	4	76	7	6	403	1	0
2	13	1	4	88	8	8	371	1	0
2	14	1	4	33	3	3	531	2	0
2	15	1	4	13	1	3	435	2	0
2	16	1	4	22	2	2	467	2	0
2	17	1	4	21	2	1	428	2	0
2	18	1	4	14	1	4	436	2	0
2	19	1	4	98	9	8	420	1	0
2	20	1	4	66	6	6	452	1	0
2	21	1	4	68	6	8	379	1	0
2	22	1	4	23	2	3	403	2	0
2	23	1	4	77	7	7	491	1	0
2	24	1	4	97	9	7	420	1	0
